ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.5,207.137,39423.666,8.494,325.404,569.569,14.314,66.396,3.363,0
10.2,243.607,16522.716,3.992,310.845,487.698,17.223,83.871,3.531,0
7.1,167.466,11532.223,7.71,361.009,625.347,14.152,74.831,4.086,0
6.0,164.026,9943.638,7.723,350.756,374.795,16.668,65.543,3.924,0
7.1,183.489,12675.939,9.778,319.871,482.445,13.31,46.853,3.24,0
6.1,149.123,23603.502,6.537,302.699,393.293,17.615,54.218,4.27,0
8.0,187.231,49341.421,4.339,300.697,437.326,13.972,66.396,5.289,0
7.1,193.462,18519.162,8.022,333.776,374.318,13.749,43.745,2.677,0
7.0,199.598,23951.106,8.23,320.484,419.662,11.964,63.926,4.576,0
7.1,202.569,22256.95,6.914,304.951,434.198,13.697,64.206,4.478,0
8.2,212.819,24414.973,5.414,333.776,445.556,12.41,48.561,3.686,0
6.6,186.944,22723.81,6.212,330.79,385.019,12.063,72.595,4.977,0
7.3,188.854,30042.929,7.468,309.615,465.5,11.054,47.184,3.736,0
4.9,146.627,20227.644,6.341,368.941,346.52,15.267,56.99,3.644,0
6.9,223.333,17862.143,7.996,299.403,428.948,12.231,68.837,2.691,0
6.7,226.428,8238.29,7.692,289.921,284.774,11.868,51.875,4.074,0
6.9,170.571,17475.468,5.195,363.309,641.586,17.183,40.917,4.569,0
9.9,278.081,12978.197,6.909,319.382,486.638,14.351,84.799,3.702,0
7.1,210.205,26894.145,4.313,329.146,344.515,15.109,66.396,4.904,0
8.0,233.856,8201.362,8.293,333.776,461.21,12.878,68.751,3.826,0
9.8,218.02,15120.925,3.125,333.776,498.934,14.837,42.168,3.226,0
10.9,283.896,15177.218,4.657,334.181,420.608,12.702,72.102,4.004,0
9.8,263.633,13345.369,6.567,295.774,462.44,12.002,76.021,3.312,0
6.5,176.94,18533.338,6.083,336.296,491.478,13.531,96.944,4.063,0
4.1,146.79,24252.459,7.255,282.694,482.294,10.612,70.069,5.952,0
7.1,197.712,12962.39,6.477,362.722,503.843,18.892,80.346,3.501,0
7.1,232.864,32600.429,6.703,343.599,447.395,13.9,52.892,3.165,0
7.1,192.618,36520.659,7.459,333.776,474.148,16.986,82.44,4.324,0
6.2,193.283,32875.192,10.897,337.506,414.902,12.998,69.867,3.341,0
8.7,257.231,12726.299,10.327,356.415,506.376,11.337,69.426,3.369,0
8.2,245.091,18001.459,9.367,350.615,344.057,13.905,66.396,4.666,0
9.2,229.54,24560.701,7.042,372.694,395.404,14.253,40.974,3.793,0
7.1,208.838,11609.997,6.445,333.776,407.017,7.071,76.384,3.813,0
6.3,143.3,22577.819,5.69,338.897,573.815,15.316,48.974,3.399,0
5.7,165.906,22396.209,6.683,309.122,530.073,11.472,66.396,4.682,0
7.1,201.834,29508.493,3.93,325.061,428.661,8.819,76.374,4.115,0
7.1,139.955,31421.144,6.628,346.441,378.771,17.544,54.799,4.536,0
7.2,175.461,34933.784,5.428,332.196,411.302,11.666,60.282,4.321,0
7.4,188.314,12320.512,5.494,343.24,475.302,17.827,38.337,4.343,0
6.2,187.787,10498.635,7.723,322.521,467.09,21.234,68.164,4.13,0
9.1,215.913,14153.643,5.02,333.499,311.797,10.776,69.115,3.437,0
8.9,222.965,19258.803,5.696,395.729,467.088,10.454,73.779,3.461,0
6.8,179.806,23793.031,5.332,333.198,461.53,13.557,60.571,4.146,0
7.1,207.059,30573.066,4.438,341.886,393.513,15.565,81.422,3.11,0
8.5,183.908,33037.353,2.727,358.556,631.499,17.333,68.183,2.848,0
9.6,251.807,17156.337,6.253,346.705,410.322,18.627,82.956,3.183,0
5.5,150.076,43195.474,6.571,322.517,287.286,11.23,71.821,3.668,0
5.2,175.157,33473.113,8.407,319.254,484.28,16.813,94.357,5.376,0
7.3,197.602,23112.504,9.503,332.332,449.362,14.459,70.0,3.572,0
5.9,185.404,14343.423,9.69,333.565,409.114,14.741,64.184,3.741,0
5.7,158.319,25363.017,7.729,377.543,568.305,13.627,75.952,4.733,0
6.2,176.031,26369.027,9.771,347.894,453.706,13.255,61.058,5.08,0
7.3,191.774,41569.952,5.311,321.321,342.501,13.793,54.464,3.337,0
7.1,212.429,7450.074,8.727,333.776,396.053,11.384,75.219,4.781,0
7.1,199.942,25973.327,6.491,336.041,344.97,12.64,46.855,3.152,0
3.1,142.272,23257.209,8.279,293.161,391.841,8.924,68.317,3.466,0
5.7,162.89,31883.01,8.312,350.682,550.818,15.632,72.457,4.572,0
8.3,245.72,7929.505,8.832,373.464,348.619,14.106,84.741,4.409,0
7.1,206.828,24548.598,5.38,333.776,365.401,12.495,79.295,4.57,0
8.0,199.108,20425.766,8.172,380.078,333.157,14.538,62.246,3.73,0
7.4,218.825,8136.072,6.286,310.761,518.733,15.186,50.837,4.88,0
9.7,244.929,18976.233,4.746,330.636,383.948,14.897,66.396,3.507,0
8.0,199.214,40368.421,7.307,333.776,293.833,14.255,68.763,3.573,0
7.1,250.573,24538.437,7.288,345.11,426.104,13.984,60.16,6.1,0
5.7,151.086,26373.495,5.652,333.776,468.473,8.624,102.246,5.375,0
8.4,224.347,23961.505,4.724,337.406,476.579,17.214,64.976,3.712,0
8.5,227.686,27352.343,7.676,349.996,388.138,12.612,80.186,4.597,0
6.2,178.298,21919.593,7.085,335.858,287.573,17.46,46.953,3.848,0
5.9,186.178,18909.846,8.494,328.747,427.183,13.3,52.162,3.729,0
6.4,176.857,26755.719,6.533,316.541,505.122,21.32,60.126,3.118,0
6.1,200.916,9323.218,9.388,325.467,450.441,12.423,73.914,4.915,0
6.7,229.339,9632.731,11.299,326.157,439.121,21.158,40.097,3.673,0
7.5,188.222,31920.585,5.714,334.243,436.397,15.221,43.36,4.744,0
5.9,192.041,14704.906,7.906,305.808,429.766,15.018,44.888,5.075,0
6.4,218.907,12812.557,10.909,333.776,421.297,8.01,79.086,4.065,0
8.6,209.682,22377.273,2.654,322.156,413.674,12.997,42.99,4.592,0
7.1,183.403,31295.902,4.425,333.776,411.616,14.066,77.186,3.75,0
8.6,214.107,38767.756,6.608,310.015,382.622,15.897,57.197,2.591,0
4.6,121.036,22981.749,8.297,372.037,260.566,13.054,66.553,3.424,0
7.1,143.099,19290.568,6.084,370.87,486.059,13.925,63.802,4.117,0
6.1,192.121,17279.962,8.927,333.776,413.248,12.74,85.027,5.076,0
9.7,240.349,20269.731,7.051,374.182,567.784,15.587,55.836,4.639,0
8.1,200.099,15513.013,6.046,333.776,421.06,8.32,53.776,4.409,0
7.1,209.165,7845.473,7.669,433.694,421.625,16.352,66.396,4.455,0
6.9,206.25,10343.379,7.771,324.383,521.321,16.174,68.247,2.989,0
7.3,188.799,24266.518,6.845,326.255,500.386,13.373,65.909,3.936,0
7.8,212.318,24145.386,7.926,364.081,464.109,15.465,70.106,4.4,0
8.4,240.078,10823.3,8.419,317.301,426.175,8.077,49.27,3.168,0
6.9,184.075,13376.68,6.866,333.802,508.681,16.586,81.713,4.959,0
5.9,190.552,12767.656,8.94,323.743,499.938,12.415,54.096,4.904,0
6.4,207.422,9844.702,9.766,320.631,466.593,19.156,58.265,4.039,0
5.3,149.955,19693.907,7.146,336.012,285.998,14.299,46.114,4.735,0
7.1,232.6,10634.059,7.558,334.05,542.211,14.014,85.215,4.799,0
8.5,224.175,22523.125,6.669,286.944,330.045,17.744,77.818,3.947,0
7.4,192.145,36990.956,5.101,333.776,590.507,18.736,24.734,4.363,0
11.2,237.583,21871.785,3.074,333.776,374.022,15.804,64.486,5.75,0
5.7,187.082,12193.611,8.289,351.573,577.403,14.358,66.396,3.344,0
6.6,152.115,22624.034,7.761,387.519,393.82,10.107,55.287,3.664,0
5.6,190.335,12308.234,8.549,311.68,399.606,18.524,67.226,3.749,0
7.1,183.22,20311.402,6.791,381.459,344.967,11.138,71.705,3.887,0
7.1,187.019,28988.702,5.588,333.219,478.773,15.011,69.805,3.667,0
7.1,223.89,8722.153,8.569,333.776,375.142,15.431,64.564,3.44,0
7.5,227.316,12610.936,9.508,345.139,343.243,12.769,82.826,5.114,0
8.8,197.779,20129.359,5.182,329.502,356.477,11.883,45.707,2.988,0
7.7,211.664,12723.342,6.672,380.946,360.107,14.175,69.95,5.044,0
7.1,172.968,24445.988,7.033,333.776,571.629,11.55,56.499,4.725,0
6.4,181.59,18460.679,8.728,333.776,353.604,13.939,73.991,3.932,0
10.2,256.704,28703.751,7.941,326.463,552.162,8.803,66.396,4.385,0
7.8,223.058,14945.296,6.027,333.776,482.406,6.748,83.187,3.674,0
7.1,191.301,17540.577,8.78,333.776,323.812,19.073,61.56,4.129,0
9.8,244.461,17940.099,7.149,333.776,337.714,23.668,73.233,3.749,0
7.1,159.399,61227.196,3.714,312.976,377.068,17.247,82.197,3.861,0
6.4,182.885,17851.064,7.463,332.487,398.78,17.302,64.07,4.574,0
7.1,253.054,28864.91,8.524,364.749,479.7,15.823,70.758,4.697,0
8.4,228.523,28966.569,6.18,333.776,361.705,14.554,60.612,4.401,0
4.1,116.338,17101.952,8.652,322.892,360.648,7.848,70.977,4.327,0
7.7,233.301,23673.101,8.407,333.776,232.614,18.459,60.994,5.04,0
7.1,243.683,20976.792,6.502,350.45,487.556,10.452,84.179,3.558,0
5.7,170.496,17121.506,9.536,374.776,378.874,10.972,63.293,5.957,0
6.4,177.51,41243.038,6.67,333.776,486.806,13.491,65.366,4.162,0
5.5,190.67,17638.322,10.526,333.776,461.929,12.532,44.888,4.523,0
3.9,131.396,19639.796,7.754,305.383,456.512,16.865,81.526,4.29,0
7.6,253.841,16642.884,11.224,333.776,555.933,15.155,81.746,4.169,0
7.4,214.293,11694.635,9.274,375.506,356.806,15.185,80.231,3.831,0
7.8,193.721,20019.261,8.344,373.598,375.073,11.436,28.994,4.114,0
7.1,205.552,24820.493,7.227,329.404,386.308,9.223,69.703,4.252,0
7.5,192.468,17045.6,8.816,346.742,266.358,15.93,83.263,4.322,0
7.1,119.886,22331.238,8.052,351.161,472.064,16.643,62.647,4.659,0
5.1,155.488,19003.964,6.251,305.85,518.102,15.772,97.199,4.432,0
5.8,165.467,30021.257,8.433,334.398,494.155,16.667,69.58,5.192,0
5.9,163.497,19231.033,6.542,339.371,468.377,19.749,61.791,2.747,0
8.9,184.87,41801.442,3.41,337.047,461.077,13.716,42.078,4.523,0
10.2,244.209,24755.96,4.711,299.798,387.589,15.364,70.823,3.731,0
7.1,227.433,32102.191,3.647,321.671,433.276,11.69,57.05,3.581,0
7.7,221.575,25475.885,9.915,333.776,372.804,12.054,51.893,4.781,0
7.5,225.314,16242.06,8.204,350.108,331.674,13.115,60.162,2.93,0
7.1,217.945,37820.047,8.299,333.776,367.57,15.421,36.447,2.995,0
4.8,150.451,27547.807,7.57,296.002,521.562,16.296,44.289,2.861,0
5.7,182.44,13463.852,8.254,333.776,401.509,13.362,52.953,3.513,0
10.0,276.7,18743.222,9.161,361.221,457.552,21.564,93.74,5.216,0
3.2,120.785,13691.095,6.836,328.24,261.435,18.406,54.852,3.282,0
10.2,286.568,7105.801,9.841,321.686,437.88,12.872,78.732,4.635,0
6.3,185.983,5157.054,7.804,338.195,570.288,14.601,66.396,4.595,0
7.4,229.776,28630.954,8.712,302.316,437.367,11.928,78.576,3.804,0
9.3,256.273,26912.228,5.767,274.646,467.752,12.377,89.905,3.744,0
4.7,169.944,7028.84,8.987,317.83,289.538,8.069,63.665,4.139,0
8.7,218.173,14799.311,6.164,366.148,416.87,8.955,72.62,5.148,0
8.0,228.111,27405.316,6.491,333.776,494.62,8.717,56.189,4.356,0
8.2,229.608,13197.567,6.008,334.054,605.466,14.861,103.323,3.688,0
9.3,230.43,18254.111,6.114,333.776,294.583,12.909,91.857,4.599,0
7.1,228.252,18593.223,5.905,333.776,475.296,13.673,54.492,4.123,0
4.9,153.506,9559.547,7.847,349.824,496.873,11.458,61.111,3.904,0
6.1,211.766,4440.277,9.507,333.776,316.922,17.766,53.541,3.358,0
5.7,146.762,19271.903,6.391,316.496,469.895,11.971,62.005,4.401,0
7.9,164.708,17645.065,7.141,333.776,634.118,21.977,33.279,4.637,0
11.9,298.099,17083.175,5.879,333.776,400.331,14.063,64.369,4.256,0
8.8,270.21,12138.423,10.521,360.296,437.515,15.953,67.878,5.587,0
4.1,113.024,40528.805,6.49,333.776,392.109,15.793,68.797,3.505,0
5.7,149.172,28628.152,5.073,333.776,465.555,12.202,65.91,4.085,0
8.0,237.519,18419.133,8.323,308.006,396.377,13.493,82.753,4.519,0
8.8,191.527,21768.641,4.751,387.246,435.523,11.875,56.029,3.831,0
8.3,222.95,26030.619,7.109,333.776,368.284,14.384,70.073,3.393,0
5.1,191.767,17739.199,9.112,309.788,413.159,12.307,88.893,5.056,0
5.8,184.032,10112.207,6.537,309.451,441.594,11.438,77.508,3.721,0
3.4,141.3,16017.612,8.215,333.776,580.871,10.603,94.949,3.676,0
5.9,148.608,14467.786,6.159,333.776,427.041,14.423,56.46,2.5,0
6.8,236.279,8213.772,9.333,333.776,501.019,11.591,91.681,4.779,0
6.8,205.668,18321.328,6.713,297.837,494.484,13.809,70.714,4.953,0
4.9,136.558,28392.425,8.44,333.776,386.104,13.832,73.825,3.617,0
8.3,238.992,11635.772,3.923,276.402,406.245,15.411,66.396,2.692,0
7.8,225.107,16403.952,7.093,313.168,413.209,15.376,32.682,2.402,0
5.4,167.017,24930.199,7.967,334.087,400.393,18.179,70.313,2.848,0
4.6,156.423,14400.719,9.461,333.776,483.746,7.898,54.914,4.392,0
7.3,189.448,32358.539,6.346,341.346,490.625,12.537,61.581,2.642,0
7.1,196.534,27022.709,6.177,333.776,497.524,18.704,59.73,3.763,0
6.4,170.227,16079.361,5.434,331.857,311.773,15.704,54.013,4.284,0
9.3,248.376,17416.802,6.666,342.721,505.677,19.743,58.659,1.873,0
7.1,130.559,17429.585,6.318,322.06,524.646,15.318,75.376,5.541,0
8.9,278.232,14179.623,8.128,318.357,335.241,16.665,48.357,4.375,0
10.6,274.969,21558.309,6.113,350.364,331.12,12.611,66.396,5.478,0
6.8,196.196,11877.237,9.625,365.349,363.803,14.924,41.121,4.777,0
5.6,183.574,20411.664,9.754,336.405,368.36,11.096,66.82,4.362,0
6.1,179.397,24196.264,7.155,321.442,525.9,13.478,60.058,2.293,0
6.5,189.032,30453.623,6.06,297.513,476.917,14.974,47.013,4.372,0
8.5,197.745,20098.2,6.457,344.127,555.92,9.028,78.933,3.882,0
7.4,196.452,17465.346,6.309,355.165,300.933,13.178,80.605,3.29,0
7.1,252.405,20197.248,2.562,350.548,454.97,12.032,69.292,5.146,0
7.6,190.89,16409.937,5.739,333.776,402.799,13.906,95.383,4.351,0
7.1,249.589,4425.426,8.212,293.079,268.441,18.423,68.474,4.417,0
6.2,163.206,48175.852,7.154,299.567,344.717,5.159,55.529,4.82,0
2.4,129.864,11684.112,9.975,301.43,503.91,8.741,76.311,3.629,0
7.5,215.44,17017.43,7.417,335.652,483.658,14.533,66.037,4.3,0
7.4,225.398,24741.535,9.248,333.776,402.116,15.536,87.084,3.638,0
4.8,136.295,23031.216,5.56,358.933,567.464,11.506,60.774,3.634,0
8.4,248.133,27824.19,7.101,343.058,433.45,18.659,53.304,5.704,0
7.9,213.066,16769.891,4.745,292.419,478.167,14.19,82.054,3.585,0
8.7,202.42,25521.889,3.83,326.908,461.959,16.611,104.373,3.832,0
6.1,207.267,11339.166,8.888,317.279,531.769,11.674,48.358,4.367,0
7.2,191.389,14702.059,6.557,313.866,525.031,12.63,108.265,3.084,0
8.3,236.532,18881.795,4.276,333.776,384.729,15.121,55.508,3.408,0
7.1,231.973,21460.838,8.673,360.672,375.082,12.179,66.865,3.955,0
4.6,152.908,13490.608,7.5,338.585,524.108,14.144,69.016,4.825,0
7.1,181.081,30050.439,7.976,360.087,378.154,17.675,66.396,3.522,0
3.7,173.678,22581.224,12.653,289.127,599.729,8.386,49.659,5.461,0
7.1,169.356,23133.662,8.248,337.048,330.355,14.749,58.357,3.517,0
7.9,208.402,24974.693,7.296,333.776,453.167,12.53,60.435,4.034,0
5.5,188.156,16113.011,8.307,333.776,363.472,12.095,74.719,4.401,0
4.9,159.696,32886.529,7.689,333.776,337.388,23.108,76.094,4.131,0
3.3,145.492,7408.976,11.996,336.688,433.71,10.459,66.396,4.319,0
7.1,186.2,31528.949,6.387,335.349,380.578,19.074,75.903,4.333,0
7.8,200.003,22411.007,5.284,343.08,593.484,12.273,75.256,3.081,0
4.3,155.829,13351.414,8.604,321.787,387.522,7.809,77.879,2.614,0
7.1,214.035,10039.538,10.13,383.754,487.422,18.918,51.485,3.26,0
8.8,246.066,21179.763,7.718,343.047,753.343,16.918,60.436,3.118,0
5.3,160.432,9265.105,9.272,358.547,464.573,11.221,67.646,3.531,0
7.9,182.647,25337.123,3.715,362.485,315.19,12.132,65.5,3.306,0
7.1,173.273,30656.163,4.738,333.776,525.885,14.568,57.822,4.309,0
6.5,175.479,25257.649,7.627,263.401,376.525,15.755,66.396,5.568,0
7.1,189.823,20278.338,6.8,333.776,314.834,10.092,46.629,4.94,1
5.7,171.752,16431.205,7.283,387.905,419.097,11.815,86.308,3.466,1
7.7,239.49,15326.925,8.928,373.436,425.336,17.884,66.396,4.044,1
6.4,173.446,19617.308,7.396,321.865,391.667,18.454,46.346,2.671,1
6.8,199.777,26296.948,7.339,354.251,397.536,22.14,51.535,3.815,1
7.0,152.976,20389.594,2.648,331.253,460.146,15.485,69.67,3.725,1
5.9,111.479,15413.896,6.9,347.862,277.588,13.261,74.194,4.189,1
7.5,192.167,38468.414,6.616,290.642,449.318,13.056,58.769,4.148,1
7.1,233.063,36640.371,10.0,435.115,337.664,16.635,61.074,4.85,1
5.3,142.807,728.751,8.403,333.776,496.998,15.175,60.078,3.652,1
9.0,227.358,34353.84,5.573,231.054,421.664,16.331,92.643,3.706,1
5.9,151.686,12356.906,7.894,342.029,471.122,15.725,57.683,3.793,1
6.2,195.443,19331.194,9.113,342.872,425.503,17.212,85.114,4.197,1
9.1,246.63,27959.926,5.65,308.781,434.395,21.142,44.149,3.73,1
7.1,210.503,17506.609,7.305,301.642,304.239,13.076,64.231,2.964,1
6.2,208.668,12149.697,8.56,333.776,325.345,13.247,33.38,1.642,1
7.8,221.844,40483.73,6.146,302.33,563.72,11.753,51.559,4.602,1
7.2,238.798,14708.474,8.607,450.914,365.739,14.967,53.145,2.634,1
4.6,134.201,22520.419,8.192,403.342,372.2,11.261,69.047,3.086,1
6.2,159.773,21532.519,8.063,272.441,509.772,11.011,99.996,2.952,1
5.6,153.776,14574.661,8.012,333.776,388.05,14.201,75.555,3.425,1
7.1,160.095,26561.569,7.187,322.09,372.624,11.455,57.151,5.137,1
7.2,209.683,24909.783,6.691,333.776,501.785,16.089,75.671,3.956,1
7.1,160.916,13943.245,8.4,380.768,344.154,15.209,75.575,4.142,1
7.0,225.923,17679.351,7.249,377.868,527.206,13.787,87.839,5.184,1
5.8,151.876,25419.552,7.874,313.365,494.153,14.647,77.374,3.437,1
7.4,211.446,20003.498,7.238,333.776,524.645,13.778,49.901,3.821,1
4.4,144.237,17384.257,8.898,333.776,402.271,13.716,55.99,3.03,1
6.6,174.633,21607.483,6.581,308.931,657.57,9.064,68.827,3.592,1
6.9,233.211,22603.649,6.627,368.106,412.435,16.926,62.558,4.307,1
7.1,176.772,19486.191,7.96,412.407,276.589,16.71,33.563,3.888,1
6.8,197.3,22527.681,5.167,399.982,422.482,15.917,47.935,4.512,1
8.6,244.797,14254.661,7.454,315.971,500.587,18.229,57.366,2.939,1
7.1,113.176,9943.93,6.337,354.298,415.338,19.676,23.076,3.787,1
8.3,242.559,12715.814,5.129,371.303,561.761,15.22,61.799,3.751,1
7.1,157.782,13711.723,6.134,333.776,289.747,13.173,60.458,5.068,1
6.9,158.292,31177.133,6.979,333.776,531.657,11.482,59.999,3.54,1
5.6,159.139,27283.781,6.919,328.907,317.831,13.611,36.335,3.007,1
6.6,231.566,26420.81,9.578,418.241,443.316,15.671,61.364,3.447,1
5.0,153.212,20117.359,8.986,391.069,418.33,11.832,68.388,3.871,1
5.9,184.393,40847.76,7.042,331.96,563.41,21.917,58.839,3.9,1
7.1,232.469,15873.034,6.365,313.264,365.626,10.393,59.659,4.707,1
5.8,156.347,15671.119,8.409,333.776,571.614,17.548,74.403,2.484,1
5.0,154.418,23027.55,7.76,422.769,490.333,17.728,69.509,4.865,1
6.2,185.79,37282.522,8.241,333.776,411.184,16.162,84.931,3.477,1
6.3,167.42,16364.159,8.096,312.394,372.512,21.887,91.066,3.356,1
7.6,193.662,20511.621,6.654,333.776,394.595,14.319,39.497,5.405,1
5.8,200.405,25366.121,9.27,333.776,525.533,10.676,54.081,5.059,1
6.5,179.529,7990.891,6.197,377.27,386.542,15.435,74.993,6.308,1
7.1,179.578,47591.283,8.097,333.776,548.871,13.8,58.22,3.686,1
6.9,196.319,39251.182,8.494,317.382,487.504,14.698,41.754,4.499,1
6.5,212.922,19236.012,7.96,333.776,424.398,12.587,49.586,4.19,1
6.4,185.836,17258.114,7.33,330.132,326.427,11.65,47.64,3.644,1
6.1,160.608,13886.81,7.543,366.689,449.948,18.723,64.391,2.175,1
6.4,208.203,23347.173,9.0,333.776,336.586,14.174,66.396,3.636,1
6.3,190.201,14642.206,9.735,399.053,448.568,16.557,74.435,4.613,1
7.1,161.25,23469.221,8.393,333.776,448.788,13.836,70.207,3.6,1
7.5,197.331,26678.393,7.198,269.892,375.503,13.135,69.591,3.82,1
7.6,205.068,17796.375,7.157,306.8,370.561,17.487,32.921,3.948,1
9.1,263.824,38413.057,7.634,274.959,437.264,18.286,74.513,5.474,1
8.0,224.863,6879.765,8.137,418.955,360.958,12.406,73.218,3.986,1
7.3,149.079,15931.429,6.55,276.013,367.905,14.723,62.634,4.671,1
8.2,191.279,16472.192,6.864,333.776,354.926,15.184,63.417,2.189,1
8.0,244.12,30566.768,7.714,307.987,309.93,22.642,61.578,3.417,1
9.3,236.099,12855.346,5.785,276.286,329.923,12.609,55.618,3.566,1
7.3,216.612,18979.982,7.669,358.979,384.695,14.164,53.313,3.627,1
4.9,114.464,32858.483,7.473,365.301,533.303,16.152,45.647,5.07,1
4.8,153.297,22777.532,6.842,333.776,522.736,15.786,86.129,2.472,1
5.1,111.994,11288.635,5.842,389.226,315.23,12.982,81.159,4.511,1
4.9,159.318,38633.305,8.37,375.899,448.051,16.821,59.183,3.228,1
9.5,224.817,21379.964,5.408,227.666,431.613,15.772,52.034,4.059,1
7.0,219.443,26012.13,6.281,395.241,483.32,19.539,46.861,4.334,1
8.3,262.219,21292.829,7.077,350.326,538.792,17.685,72.344,4.154,1
6.6,188.914,32873.82,6.792,333.849,336.562,14.707,67.845,4.562,1
7.1,208.205,17835.309,8.93,351.215,278.261,10.208,52.249,5.71,1
6.8,190.337,20666.453,6.784,333.776,484.609,9.785,86.695,2.744,1
8.6,186.638,13688.074,6.289,254.359,392.707,12.388,53.151,3.071,1
9.8,254.425,12490.558,5.992,291.197,576.046,11.665,80.698,2.807,1
5.4,185.54,36026.402,9.65,343.487,347.565,14.004,66.396,3.629,1
5.6,207.897,36873.558,7.631,404.673,511.438,13.515,85.346,3.9,1
8.6,228.676,33013.48,8.172,333.776,328.558,17.128,66.396,3.701,1
7.3,178.258,27468.682,6.044,314.391,400.625,13.665,87.132,3.92,1
8.1,214.817,27172.894,6.369,253.481,490.28,12.459,65.399,3.324,1
7.1,222.269,18406.594,8.184,333.776,395.449,9.476,79.852,3.711,1
6.3,185.68,25927.265,8.199,321.818,490.972,10.666,51.552,4.561,1
6.2,210.087,37922.906,6.76,333.776,217.358,12.289,39.978,4.816,1
4.5,169.735,30301.857,7.075,413.102,385.656,17.06,70.293,3.189,1
9.0,205.892,15189.328,3.016,283.868,406.309,19.126,65.639,1.844,1
7.2,163.047,14230.419,7.353,324.096,441.524,9.793,89.92,4.462,1
4.2,134.89,29344.844,8.181,351.237,402.427,12.427,83.763,3.787,1
8.3,216.552,23556.934,5.831,333.501,450.857,8.668,39.804,3.411,1
7.9,220.348,14444.29,8.037,300.152,339.066,18.424,67.009,4.097,1
4.9,145.79,14905.256,9.83,392.667,459.288,10.447,52.289,4.697,1
5.2,152.094,24790.725,6.309,388.998,307.918,12.594,51.625,3.696,1
7.0,170.132,20169.344,5.216,378.227,512.768,15.506,64.625,4.9,1
4.9,166.71,19806.411,8.032,426.158,352.039,15.497,68.608,5.076,1
9.6,226.47,30739.689,6.849,333.776,278.251,13.729,69.268,4.614,1
7.3,176.753,18543.499,7.127,278.361,427.931,14.773,85.681,4.982,1
7.1,241.067,22656.715,7.294,333.776,315.604,16.405,46.139,3.735,1
7.1,181.63,22665.139,7.221,333.776,521.874,10.985,76.126,3.292,1
8.3,208.404,20109.026,6.231,235.771,528.069,14.411,74.985,4.529,1
8.3,229.757,15077.85,7.054,333.776,446.955,12.195,77.523,4.129,1
7.1,114.734,13677.994,9.981,441.827,524.0,11.385,71.153,3.294,1
7.2,250.225,22431.027,7.698,333.776,462.767,7.923,79.698,4.623,1
6.9,180.818,15433.135,7.14,325.516,480.879,20.302,61.521,4.179,1
7.1,256.936,13766.331,5.084,290.311,384.907,17.732,58.355,3.979,1
6.9,179.632,30722.298,6.579,284.886,393.493,7.701,63.294,2.901,1
6.8,178.658,31461.197,7.943,302.535,415.097,19.37,66.396,3.022,1
8.2,195.54,28327.167,5.378,281.23,588.699,18.077,70.793,4.723,1
8.9,278.619,21963.476,8.106,334.054,385.875,8.803,66.396,5.822,1
7.4,234.782,31409.064,7.396,283.51,428.753,22.166,87.399,4.55,1
7.1,168.41,26148.538,9.03,424.302,445.346,10.675,51.877,3.893,1
9.8,269.64,10194.325,7.978,298.082,580.004,12.563,51.353,3.422,1
6.8,184.393,41408.115,6.46,333.776,398.047,13.166,68.891,3.413,1
6.9,242.091,7764.438,8.046,440.636,487.932,18.377,45.307,4.34,1
8.8,205.408,13121.172,6.702,263.483,399.284,18.909,67.963,4.031,1
6.3,236.823,26188.162,9.364,328.504,470.822,16.352,68.91,2.664,1
6.4,227.233,16174.434,7.567,411.285,355.527,9.97,82.493,4.935,1
5.9,192.048,19240.058,8.987,400.164,459.261,9.894,52.158,3.593,1
6.8,170.328,14053.221,8.121,333.776,544.011,13.542,77.227,3.386,1
7.3,198.169,35273.976,5.269,300.406,448.152,12.389,62.743,4.262,1
7.1,195.922,22445.173,6.652,333.776,484.443,12.367,57.531,5.393,1
5.1,147.995,39659.877,8.425,333.776,498.701,14.944,84.254,3.054,1
8.6,228.161,29706.234,5.924,257.149,517.845,15.964,52.95,4.49,1
8.1,220.204,23978.108,7.384,360.414,461.805,13.365,103.38,4.949,1
9.3,274.021,38886.388,8.046,244.086,504.617,15.981,62.32,3.55,1
7.0,203.201,12352.811,6.846,380.804,435.674,14.507,68.233,3.856,1
7.8,249.34,13394.732,8.342,393.138,443.629,10.983,76.646,4.271,1
6.6,202.414,14110.921,8.754,340.976,291.085,15.955,64.364,3.921,1
6.8,216.532,32156.819,8.723,343.601,526.325,20.315,60.522,4.35,1
7.2,196.982,29772.019,6.497,333.776,322.365,14.155,50.655,4.764,1
8.0,211.286,26951.863,7.511,333.776,638.0,13.943,69.394,3.161,1
7.6,225.493,14812.971,7.983,356.69,341.075,14.995,55.894,2.94,1
6.1,182.414,31321.082,7.624,318.723,498.454,11.398,81.288,2.092,1
7.9,269.573,15761.871,8.173,333.776,490.895,7.026,78.502,2.998,1
6.7,182.39,16828.881,7.071,355.897,434.659,16.618,69.412,3.97,1
7.1,208.304,23495.307,5.8,274.975,465.331,5.98,57.203,3.211,1
7.2,179.56,21314.87,5.865,333.776,435.574,11.878,79.394,3.966,1
7.1,194.714,40611.713,7.423,290.332,517.627,16.34,72.094,3.126,1
